ID,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,group,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_n,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_n,Q12,Q13,Q14,A1,A2,A3,A4,A5,A6_1,A6_2,A6_3,A6_4,A6_5,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A7_9,A7_n,A8_1,A8_2,A8_3,A8_4,A8_5,A9,A10_1,A10_2,B1,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_n,B3_1,B3_2,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_n,B5,B6_1,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1,B9_2,B9_3,B9_4,B10_1,B10_2,B10_3,B10_4,B10_5,B11_1,B11_2,C1,C2,C3,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C4_8,C4_9,C4_10,C4_11,C4_n,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C5_7,C5_n,C6_1,C6_2,C6_3,C6_4,C6_5,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C8_7,C8_n,C9,C10_1,C10_2,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F3_n,F4,F5,F6,F7,F8,F9
200394,1,1,1,3,44,13,3,4,3,3,4,2,3,3,3,3,3,3,2,3,4,4,2,2,2,3,4,4,4,4,1,4,4,5,5,4,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,4,4,5,5,1,5,1,0,0,0,0,0,0,0,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,0,0,1,0,0,0,2,5,5,4,1,2,0,0,0,0,0,0,1,0,2,2,2,2,6,0,0,0,0,1,0,0,0,0,1,3,6,1,1,3
200395,2,1,2,5,0,9,2,5,5,5,5,1,5,5,5,5,5,5,5,3,1,5,1,1,4,4,5,5,5,4,5,2,5,5,2,5,0,0,0,0,0,0,0,1,0,5,2,2,2,2,2,2,3,5,5,5,5,1,0,0,0,0,0,0,0,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,4,9,5,4,4,4,1,2,3,2,1,1,1,1,1,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,1,0,1,0,0,0,1,3,5,3,,
200396,1,1,2,3,20,10,1,4,3,3,4,5,5,5,5,5,4,5,5,5,5,5,3,3,3,2,2,2,3,4,1,3,3,4,2,5,0,0,0,0,0,0,0,1,0,5,2,2,1,2,2,3,4,5,5,5,2,1,0,0,0,0,0,0,0,3,3,3,2,3,2,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,4,2,5,2,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,13,2,3,9
200397,2,1,2,1,93,13,3,2,2,3,1,1,1,2,1,2,1,1,2,3,3,2,1,1,1,2,1,2,1,1,1,1,3,4,4,2,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,1,5,5,4,4,3,1,1,1,0,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,4,5,4,5,5,2,0,1,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,3,9,1,5,5
200398,1,1,4,2,64,14,3,1,2,2,3,1,1,1,2,1,2,2,3,2,3,2,2,2,1,2,1,2,1,3,1,2,2,3,4,2,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4,5,5,1,3,1,0,1,0,1,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,4,5,3,4,4,2,1,1,1,0,0,0,0,0,2,2,2,2,3,0,0,0,1,0,0,0,0,0,3,3,9,1,1,2
200399,2,1,2,2,75,14,3,1,3,5,2,3,3,4,4,4,3,3,4,5,5,4,2,2,2,2,1,2,3,1,3,3,3,2,3,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,5,5,5,5,4,3,1,0,0,0,0,0,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,3,5,4,5,4,2,0,0,0,0,0,0,1,0,1,1,1,2,1,,,,,,,,,,4,1,7,1,7,9
200400,2,1,3,2,71,13,1,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,3,2,2,2,1,2,3,2,1,3,2,0,0,1,0,0,1,0,0,0,2,2,2,2,2,2,3,2,2,3,2,1,0,0,0,0,0,0,1,0,3,2,3,3,2,1,2,2,2,3,2,2,2,0,0,0,0,0,0,0,0,1,0,2,3,3,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,0,0,4,3,7,1,1,3
200401,2,1,1,2,30,11,3,4,2,2,3,2,5,5,4,5,3,4,3,3,5,4,2,2,3,3,4,2,2,3,2,4,4,5,5,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,4,5,5,1,1,5,1,0,1,0,0,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,0,0,0,0,4,5,1,5,5,2,1,0,0,0,0,0,0,0,1,1,3,1,3,1,1,0,0,0,0,0,0,0,4,3,8,1,1,4
200402,2,1,4,2,42,11,1,3,2,3,4,4,3,4,3,2,3,3,3,2,3,4,2,3,2,4,2,4,3,2,5,3,2,3,3,4,0,0,0,0,1,0,0,0,0,3,1,2,1,2,1,4,3,2,4,3,2,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,3,4,3,2,2,4,0,0,0,0,0,0,1,0,0,0,2,4,6,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,0,0,0,0,0,3,2,1,4,,
200403,2,1,1,2,40,11,1,2,3,4,2,2,4,5,4,4,5,4,4,4,5,5,4,3,3,3,2,4,2,2,2,4,3,2,3,4,0,0,0,0,0,0,0,1,0,5,2,2,2,2,2,5,5,5,5,1,4,1,0,0,0,0,0,0,0,5,2,3,3,2,2,2,1,3,5,2,2,2,0,0,0,0,0,0,0,0,1,0,6,3,2,4,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,1,0,4,4,6,1,1,8
200404,2,1,1,2,42,13,2,3,1,2,4,3,5,5,5,5,3,3,4,5,5,5,1,2,4,2,3,4,3,3,3,3,3,4,3,4,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,5,5,5,4,3,5,1,1,0,0,0,0,0,0,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,3,4,1,0,0,0,0,0,0,4,15,1,4,1,2,3,4,4,2,3,2,2,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,4,7,1,1,2
200405,1,1,1,3,53,14,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,3,1,2,1,2,2,5,5,5,5,5,1,0,0,0,0,0,0,1,0,3,3,3,3,3,2,3,1,2,3,3,3,3,0,0,0,0,0,0,0,0,1,0,2,3,3,3,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,1,4,,
200406,2,1,1,1,60,13,1,1,2,1,2,1,2,2,1,3,1,2,3,3,4,3,2,2,3,3,1,1,1,1,1,4,4,5,5,2,0,1,0,0,0,0,0,0,0,3,2,2,2,2,2,5,5,5,4,1,5,1,0,1,0,0,0,0,0,1,3,2,1,2,1,2,1,3,3,2,3,2,0,0,0,0,0,0,0,0,1,0,5,3,2,3,6,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,5,4,6,1,1,2
200407,2,1,1,1,30,8,1,3,2,2,2,1,3,2,2,3,3,2,2,2,4,4,2,2,3,3,3,3,4,2,3,4,4,4,4,3,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,5,5,5,3,1,5,1,0,0,0,0,0,0,0,3,2,4,2,2,2,3,4,3,2,3,2,1,0,0,1,0,0,0,0,0,0,0,3,4,4,3,5,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,4,4,1,1,2
200408,1,1,1,1,93,12,1,1,3,4,5,5,4,5,5,3,5,4,5,5,5,5,4,4,4,2,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,1,0,5,2,2,2,2,2,4,5,5,3,1,1,0,0,0,0,0,0,1,0,3,3,4,1,1,2,3,1,2,5,2,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,3,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,1,0,5,3,5,1,2,7
200409,1,1,2,2,54,8,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,4,5,5,4,4,2,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,5,4,2,4,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,5,3,13,4,,
200410,2,1,4,1,50,12,3,1,1,1,2,1,1,2,2,1,1,2,1,2,5,3,1,2,3,3,2,2,1,2,2,4,3,5,4,2,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,1,5,5,5,4,5,0,0,0,1,0,0,0,0,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,4,5,5,5,5,2,0,0,0,0,1,0,0,0,1,1,1,2,3,0,0,0,1,0,0,0,0,0,1,1,7,1,1,7
200411,1,1,2,1,71,13,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,4,4,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,5,5,5,4,4,4,0,0,0,0,0,0,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,3,8,2,3,3,3,3,3,3,2,1,1,1,3,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,5,3,2,2,3,5
200412,2,1,2,2,40,11,2,3,2,3,3,2,2,3,2,3,3,2,3,4,5,4,2,3,3,4,3,3,1,3,1,2,4,5,4,2,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,3,5,5,1,1,5,1,0,0,0,0,0,0,0,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,4,13,5,2,4,1,1,4,5,2,2,1,2,1,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,6,1,1,3
200413,2,1,5,2,0,9,1,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,5,5,5,5,2,5,5,5,5,5,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,1,0,2,1,3,2,2,2,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,2,3,3,5,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,1,1,0,0,0,0,1,2,13,3,,
200414,2,1,2,2,80,11,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,1,0,5,2,2,2,2,2,5,3,5,5,5,5,0,0,0,0,0,0,1,0,3,3,3,3,3,2,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,4,4,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,5,13,1,1,8
200415,1,1,2,2,74,12,2,2,2,3,4,2,2,4,5,2,3,2,2,4,3,1,1,3,2,1,2,4,3,2,4,5,3,2,3,4,0,1,0,0,0,0,0,0,0,2,1,2,1,2,1,1,3,4,2,4,3,0,0,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,12,2,1,3,2,1,3,2,5,3,4,2,3,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,3,3,4,,
200416,2,1,3,2,30,9,1,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,3,3,3,3,3,3,2,3,3,3,4,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,1,4,4,4,4,5,1,0,0,0,0,0,0,0,3,3,5,2,2,1,4,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,4,4,3,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,1,1,0,0,0,0,4,3,13,2,3,3
200417,2,1,2,3,50,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,5,5,4,3,1,5,1,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,5,1,5,5,2,0,1,1,0,0,0,0,0,3,3,3,2,1,,,,,,,,,,4,1,2,1,1,8
200418,2,1,5,1,45,12,2,1,2,3,3,2,1,3,3,4,3,1,1,2,4,3,2,2,3,3,3,3,3,3,4,5,4,5,4,4,0,0,0,0,0,0,0,1,0,3,2,2,1,2,2,5,2,4,3,3,2,1,0,0,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,2,12,1,1,1,3,2,4,3,1,2,1,1,3,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,1,1,0,0,0,0,1,3,2,2,3,9
200419,2,1,5,1,29,12,1,2,3,3,2,2,1,1,2,2,2,3,3,3,3,3,2,1,3,3,2,2,3,2,2,4,4,4,4,2,0,1,1,1,1,1,1,0,0,2,1,2,1,1,1,4,4,3,4,4,3,0,0,0,0,0,1,0,0,3,2,3,2,1,2,2,1,3,5,5,3,5,0,1,0,0,0,1,0,0,0,0,4,4,4,3,6,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,1,1,1,0,0,0,1,3,11,4,,
200420,2,1,5,1,50,10,1,3,2,2,3,1,2,3,3,3,3,1,2,3,4,2,2,2,3,3,4,4,4,4,1,4,3,4,4,5,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,2,4,5,5,4,2,1,0,0,0,0,0,0,0,2,3,4,3,3,2,2,1,1,2,2,2,2,0,0,1,0,0,0,0,0,0,0,4,4,3,4,4,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,0,0,0,0,0,1,1,8,1,1,8
200421,1,1,5,2,56,14,1,2,4,3,3,3,2,4,4,3,3,2,4,4,5,4,2,2,3,3,2,2,2,1,1,2,4,4,3,4,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,4,5,5,5,2,3,1,0,0,0,0,0,0,0,3,2,4,2,2,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,2,6,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,1,1,0,0,0,0,1,3,13,4,,
200422,2,1,3,3,50,8,1,3,3,3,4,2,3,3,3,3,3,4,2,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,1,5,5,5,4,4,0,0,0,0,0,0,1,0,3,2,3,2,2,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,4,3,4,5,5,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,6,1,1,2
200423,1,1,2,3,37,10,2,3,2,2,4,2,3,3,2,3,3,3,2,2,2,3,2,2,2,2,4,3,3,3,3,3,4,3,3,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,5,5,5,5,4,2,1,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,2,33,3,2,2,2,3,3,3,2,3,2,1,1,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,2,4,,
200424,2,1,5,3,31,14,3,3,3,3,3,3,2,2,2,2,2,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,3,2,2,2,2,2,5,5,5,5,2,2,1,0,1,1,0,0,0,0,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,3,3,3,2,4,0,0,0,1,1,0,0,0,0,2,3,6,1,1,2
200425,1,1,1,2,30,13,3,2,3,2,4,3,2,3,4,2,3,2,1,3,2,4,2,3,2,3,2,3,4,3,2,3,4,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,1,2,2,2,5,5,5,5,1,1,0,0,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,2,3,2,3,2,0,0,1,0,0,0,0,0,2,4,3,1,4,1,1,0,0,0,0,0,0,0,4,1,6,2,1,9
200426,2,1,2,1,50,11,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,2,1,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,3,5,5,5,4,5,0,0,0,0,0,0,1,0,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,4,11,3,2,2,1,2,2,1,1,1,1,3,2,2,3,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,0,0,0,0,0,0,0,4,2,4,1,1,3
200427,2,1,1,2,56,8,3,2,2,2,2,3,3,3,3,2,3,1,3,2,3,3,2,3,2,2,3,2,3,3,3,2,3,3,3,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,4,1,4,4,4,4,1,0,0,0,0,0,0,0,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,0,0,3,3,3,3,3,2,0,0,0,0,0,0,1,0,3,2,3,2,1,,,,,,,,,,4,3,6,1,1,3
200428,2,1,2,2,29,11,1,2,3,3,4,2,4,4,3,3,4,3,3,4,5,3,3,3,3,3,3,3,2,3,2,3,3,4,3,4,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,1,5,5,5,4,4,1,0,0,1,0,0,0,0,2,2,3,2,2,1,3,1,1,4,2,1,3,0,0,0,0,0,0,0,0,1,0,5,5,4,3,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,6,1,1,8
200429,2,1,5,5,20,9,2,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,0,5,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,1,0,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,4,9,5,4,4,4,2,2,3,1,1,1,3,3,3,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,1,1,0,0,0,0,4,2,6,3,,
200430,1,1,5,3,61,12,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,4,1,2,1,1,1,2,3,4,3,3,3,0,0,0,0,0,0,1,0,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,2,3,4,3,3,2,0,0,0,1,0,0,0,0,4,2,3,2,4,0,0,0,1,1,0,0,0,0,1,3,7,3,,
200431,2,1,5,2,75,11,2,1,2,3,3,2,3,4,4,4,3,3,2,3,4,4,2,2,3,4,1,2,2,2,2,2,3,4,4,3,0,1,0,0,0,0,0,0,0,5,2,2,2,2,2,5,5,5,5,4,3,1,0,0,0,0,0,0,0,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,4,11,4,3,3,3,2,2,4,1,1,1,3,3,3,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,1,1,0,0,0,0,1,3,13,4,,
200432,2,1,5,1,50,9,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,0,0,0,0,0,0,1,0,0,3,2,2,2,2,2,1,4,5,5,5,5,1,0,0,1,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,0,0,0,0,3,5,3,5,3,2,0,0,0,0,0,0,1,0,3,1,4,2,3,0,0,0,1,1,0,0,0,0,1,3,13,3,,
200433,2,1,5,5,80,14,2,1,2,2,2,2,1,3,2,2,4,5,4,3,5,4,3,3,3,2,4,4,3,4,2,4,3,4,3,3,0,0,0,0,0,0,0,1,0,5,1,2,2,2,1,4,2,2,4,2,3,0,0,0,0,0,0,1,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,1,0,0,4,3,0,0,0,0,1,0,0,4,14,4,3,3,2,3,3,4,3,4,3,2,2,2,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,3,3,2,3,,
200434,2,1,1,1,50,12,1,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,3,3,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,5,5,5,5,1,5,0,0,0,0,0,0,1,0,2,3,3,2,1,2,3,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,4,4,4,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,0,0,4,2,4,1,1,2
200435,1,1,4,3,30,13,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,3,3,3,3,0,0,1,1,1,0,1,0,0,3,2,2,2,2,2,5,5,5,4,4,5,1,0,1,1,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,5,3,3,5,2,1,1,1,0,1,1,0,0,3,3,3,2,4,0,0,0,1,1,0,0,0,0,3,1,2,2,1,9
200436,1,1,5,2,35,11,1,3,2,3,4,2,3,4,3,2,3,3,3,3,4,3,2,3,2,2,2,1,1,1,1,3,2,4,3,4,0,0,0,0,0,0,0,1,0,3,1,2,2,2,2,3,5,5,5,3,2,1,0,0,0,0,0,0,0,3,2,4,2,2,1,2,1,2,2,1,1,2,0,1,0,1,0,0,0,0,0,0,3,4,5,3,5,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,0,0,0,0,0,1,3,9,2,3,4
